"sex","la","year","e50","e65","e80","e85"
"male","E07000169",2004,75.4223,78.0784,83.864,87.2391
"male","E07000169",2005,74.3627,77.8112,83.73,86.4103
"male","E07000169",2006,75.0916,77.9163,83.9694,86.3256
"male","E07000169",2007,75.549,79.0297,84.3852,86.7692
"male","E07000169",2008,75.4491,78.827,84.3504,86.8814
"male","E07000169",2009,76.0309,79.3241,84.5431,86.8305
"male","E07000169",2010,75.594,78.51,84.2316,86.9318
"male","E07000169",2011,76.1151,79.4646,84.5766,86.9118
"male","E07000169",2012,74.7729,78.6318,84.5897,86.9333
"male","E07000169",2013,75.705,78.5471,84.6917,87.0141
"male","E07000170",2001,NA,NA,NA,NA
"male","E07000170",2002,74.3452,77.8475,83.6595,86.6575
"male","E07000170",2003,75.2543,78.2172,83.7035,86.6795
"male","E07000170",2004,74.5202,77.8907,83.6548,86.8462
"male","E07000170",2005,75.1514,78.1321,84.2128,86.9167
"male","E07000170",2006,75.0886,78.4571,84.1515,86.9091
"male","E07000170",2007,75.1102,78.4125,83.873,86.7051
"male","E07000170",2008,75.1213,78.4322,84.4053,86.9663
"male","E07000170",2009,75.719,78.202,84.2826,86.869
"male","E07000170",2010,74.8847,78.2627,84.1947,87.0964
"male","E07000170",2011,74.4907,77.7557,84.284,86.7073
"male","E07000170",2012,75.2181,78.5506,84.7021,87.266
"male","E07000170",2013,74.78,78.1398,84.6023,86.9556
"male","E07000171",2001,NA,NA,NA,NA
"male","E07000171",2002,74.7386,77.8188,83.8192,86.8286
"male","E07000171",2003,74.9202,77.9197,83.8177,86.8788
"male","E07000171",2004,74.1695,77.4341,83.9877,87.069
"male","E07000171",2005,75.0539,78.1436,83.9598,86.5797
"male","E07000171",2006,75.1695,78.5443,84.1563,86.8636
"male","E07000171",2007,74.4923,78.0054,84.2892,86.5301
"male","E07000171",2008,75.2643,78.9766,83.8325,86.9091
"male","E07000171",2009,75.5119,78.3418,84.3665,87.0745
"male","E07000171",2010,75.4259,78.4552,84.4541,87.0549
"male","E07000171",2011,75.1937,78.1737,84.4415,87
"male","E07000171",2012,76.2478,79.1008,84.5735,87.0495
"male","E07000171",2013,76.5497,79.3719,84.3288,86.7407
"male","E07000172",2001,NA,NA,NA,NA
"male","E07000172",2002,74.4466,77.8406,84.0066,87
"male","E07000172",2003,75.2299,78.4516,84.0615,87.1644
"male","E07000172",2004,75.2539,78.0942,83.9867,86.8276
"male","E07000172",2005,75.6074,78.6403,84.4229,86.8214
"male","E07000172",2006,75.1106,78.3753,83.8514,86.4
"male","E07000172",2007,75.3125,78.6705,84.0706,86.5972
"male","E07000172",2008,75.2297,78.433,84.3333,86.8571
"male","E07000172",2009,76.5102,78.9249,84.3061,87.011
"male","E07000172",2010,75.5441,78.6149,84.3675,86.9494
"male","E07000172",2011,75.1034,78.4027,84.2143,86.625
"male","E07000172",2012,76.2469,78.7679,84.5284,86.913
"male","E07000172",2013,76.4762,79.0667,84.6667,86.8247
"male","E07000173",2001,NA,NA,NA,NA
"male","E07000173",2002,75.0456,77.7193,83.6268,86.6964
"male","E07000173",2003,74.4138,78.105,84.0915,87.0857
"male","E07000173",2004,75.7996,78.4404,84.1675,87.0235
"male","E07000173",2005,75.3478,78.3191,83.8235,86.3881
"male","E07000173",2006,75.3841,78.8956,84.28,86.5581
"male","E07000173",2007,75.8607,79.0405,84.0524,86.4419
"male","E07000173",2008,75.4348,78.4188,84.1706,86.641
"male","E07000173",2009,75.8571,78.774,84.5989,86.5607
"male","E07000173",2010,75.9692,78.6219,84.3757,86.7263
"male","E07000173",2011,76.0586,78.9055,84.3081,87.1047
"male","E07000173",2012,77.1023,79.5913,84.5707,86.97
"male","E07000173",2013,76.2428,78.7775,84.8281,87
"male","E07000174",2001,NA,NA,NA,NA
"male","E07000174",2002,74.7757,78.0496,83.732,87.1154
"male","E07000174",2003,74.6928,77.5789,83.8012,86.8
"male","E07000174",2004,75.0301,77.7973,84.1656,86.9848
"male","E07000174",2005,74.9578,77.8635,83.8613,86.3947
"male","E07000174",2006,75.0636,78.1816,83.573,86.3692
"male","E07000174",2007,74.7887,78.4074,83.8306,86.7
"male","E07000174",2008,75.0169,78.3671,84.1919,86.9615
"male","E07000174",2009,74.863,78.0516,84.1056,86.9714
"male","E07000174",2010,75.8548,79.2438,84.6968,86.7212
"male","E07000174",2011,75.3458,78.4586,84.7342,86.7143
"male","E07000174",2012,75.7905,78.9702,84.8457,87.1977
"male","E07000174",2013,74.9227,78.3576,84.5342,86.7738
"male","E07000175",2001,NA,NA,NA,NA
"male","E07000175",2002,74.3571,77.4914,84.0064,86.8358
"male","E07000175",2003,75.0165,78.7254,83.9844,86.8675
"male","E07000175",2004,74.3064,77.719,83.6826,87.1724
"male","E07000175",2005,75.135,77.9113,83.8824,86.7353
"male","E07000175",2006,75.744,78.6421,84.0729,86.5814
"male","E07000175",2007,75.3097,78.6174,84.1878,86.7303
"male","E07000175",2008,75.746,78.9739,84.0599,87.0109
"male","E07000175",2009,75.7653,78.6617,84.5401,87.0108
"male","E07000175",2010,75.2377,78.7902,84.0526,86.75
"male","E07000175",2011,75.4713,78.7296,84.39,86.9897
"male","E07000175",2012,75.8877,78.4848,84.6455,87.0526
"male","E07000175",2013,76.1166,78.9524,84.4175,87.1122
"male","E07000176",2001,NA,NA,NA,NA
"male","E07000176",2002,75.4317,78.0537,83.9193,86.9385
"male","E07000176",2003,76.1603,78.9248,84.3439,87
"male","E07000176",2004,75.9033,77.9938,83.9935,86.6721
"male","E07000176",2005,75.8399,78.9659,84.0355,86.8904
"male","E07000176",2006,76.175,78.5893,84.1387,86.8136
"male","E07000176",2007,75.664,78.6947,84.1173,86.4342
"male","E07000176",2008,78.0389,79.6299,84.1149,86.8077
"male","E07000176",2009,76.691,79.3931,84.5968,87.2043
"male","E07000176",2010,75.9418,79.1198,84.0829,86.869
"male","E07000176",2011,76.0027,79.2733,85.0462,87.2121
"male","E07000176",2012,76.6803,79.3166,84.6588,87.1294
"male","E07000176",2013,76.487,79.0147,84.2921,86.8434
"male","E07000177",2001,NA,NA,NA,NA
"male","E07000177",2002,75.2214,78.1148,84.2595,87.1644
"male","E07000177",2003,75.3017,78.3114,83.9018,87.1231
"male","E07000177",2004,75.4803,78.6702,83.9628,87.1765
"male","E07000177",2005,75.8354,78.6489,84.1648,86.6456
"male","E07000177",2006,74.816,78.0896,84.0194,86.7324
"male","E07000177",2007,74.6135,78.5135,84.3136,86.5714
"male","E07000177",2008,75.441,79.0144,84.6092,86.8936
"male","E07000177",2009,76.2391,79.0798,84.3655,86.8387
"male","E07000177",2010,76.1358,79.4033,84.5657,86.8654
"male","E07000177",2011,75.2324,79.4909,84.6,86.8316
"male","E07000177",2012,75.7828,78.6167,84.1778,86.7848
"male","E07000177",2013,76.1447,79.1607,84.1611,86.8161
"male","E07000178",2001,NA,NA,NA,NA
"male","E07000178",2002,74.2625,77.8684,84.0974,86.9254
"male","E07000178",2003,75.3708,78.4923,84.3688,87.1507
"male","E07000178",2004,74.4543,78.6856,84,87.1143
"male","E07000178",2005,75.3614,78.7418,83.9,86.9167
"male","E07000178",2006,74.5766,77.875,84.1971,86.7302
"male","E07000178",2007,76.1096,79.451,84.4142,86.859
"male","E07000178",2008,75.486,78.8767,84.5467,86.88
"male","E07000178",2009,75.5318,79.516,85.1867,87.1978
"male","E07000178",2010,74.7984,78.5359,84.0629,86.9118
"male","E07000178",2011,74.4504,78.3449,84.1831,86.7937
"male","E07000178",2012,75.2579,79.2261,84.84,87.2368
"male","E07000178",2013,75.3785,79.0445,84.6556,86.686
"male","E07000179",2001,NA,NA,NA,NA
"male","E07000179",2002,76.6219,79.2042,84.2121,86.7978
"male","E07000179",2003,75.6399,78.7655,84.5455,86.9785
"male","E07000179",2004,76.3551,78.5501,84.4326,86.869
"male","E07000179",2005,75.3208,78.5097,84.0944,86.9481
"male","E07000179",2006,75.9977,79.2192,84.484,86.9565
"male","E07000179",2007,75.7811,78.9532,84.2637,86.6279
"male","E07000179",2008,76.1498,79.4957,84.5833,86.75
"male","E07000179",2009,76.0162,79.0989,84.8944,87.4362
"male","E07000179",2010,75.9589,78.7703,84.2989,87.0244
"male","E07000179",2011,76.8118,79.7526,84.5885,86.9741
"male","E07000179",2012,76.6238,79.4624,84.4976,87
"male","E07000179",2013,76.5849,79.0836,84.125,86.7692
"male","E07000180",2001,NA,NA,NA,NA
"male","E07000180",2002,74.9468,78.0094,83.4414,86.7925
"male","E07000180",2003,75.204,78.1895,84.0892,86.806
"male","E07000180",2004,76.0679,79.0413,84.0178,87.0862
"male","E07000180",2005,76.2165,78.908,83.9665,87.0278
"male","E07000180",2006,75.76,78.3121,84.0679,86.7746
"male","E07000180",2007,76.96,79.0508,84.327,87.0141
"male","E07000180",2008,77.6737,79.6696,84.6,87.0303
"male","E07000180",2009,75.5722,79.2906,84.9357,87.0105
"male","E07000180",2010,76.4413,78.5756,84.4497,87.0143
"male","E07000180",2011,76.19,79.3836,84.8758,87.1705
"male","E07000180",2012,76.4084,79.4877,84.8352,86.89
"male","E07000180",2013,77.5307,79.867,84.5586,87.0926
"male","E07000181",2001,NA,NA,NA,NA
"male","E07000181",2002,74.6106,78.4964,84.104,86.8039
"male","E07000181",2003,76.0967,78.4671,84,87.0508
"male","E07000181",2004,75.3844,78.9173,84.312,87.2642
"male","E07000181",2005,76.0145,78.2516,84.1,86.6949
"male","E07000181",2006,77.0791,79.3206,84.3547,86.7738
"male","E07000181",2007,76.2281,79.1473,84.125,86.7465
"male","E07000181",2008,75.6979,78.7163,83.931,87
"male","E07000181",2009,76.5194,79.5439,84.4639,86.8148
"male","E07000181",2010,76.5077,79.3096,84.7397,86.9383
"male","E07000181",2011,76.0979,79.0381,84.3613,86.8714
"male","E07000181",2012,76.2955,79.3746,84.2622,86.8169
"male","E07000181",2013,77.6604,80.0423,84.8687,87.1731
"male","E07000187",2001,NA,NA,NA,NA
"male","E07000187",2002,75.6148,78.735,84.2079,87
"male","E07000187",2003,76.0304,78.8942,84.24,86.7912
"male","E07000187",2004,75.3705,78.4819,84.0971,87.0417
"male","E07000187",2005,75.3837,78.979,83.9435,86.6486
"male","E07000187",2006,76.4061,79.054,83.9939,86.7571
"male","E07000187",2007,76.3657,79.4595,84.1081,86.7875
"male","E07000187",2008,76.1477,79.3889,84.4481,86.6915
"male","E07000187",2009,76.0026,78.7087,84.4716,87.0964
"male","E07000187",2010,76.6088,79.4727,84.5689,86.7935
"male","E07000187",2011,76.5228,79.6119,84.7312,86.9804
"male","E07000187",2012,76.5854,79.3178,84.5833,87.253
"male","E07000187",2013,77.1638,79.7103,84.665,87.0891
"male","E07000188",2001,NA,NA,NA,NA
"male","E07000188",2002,75.7273,78.4533,83.7718,86.8415
"male","E07000188",2003,75.2698,78.4481,83.8989,87.2647
"male","E07000188",2004,76.1016,78.8829,84.1991,86.9239
"male","E07000188",2005,74.9914,78.0406,84.123,86.7215
"male","E07000188",2006,74.9434,78.4173,84.0395,86.6494
"male","E07000188",2007,75.5965,78.9115,84.2487,86.7303
"male","E07000188",2008,75.9979,79.0748,84.4238,86.6296
"male","E07000188",2009,75.784,79.3325,84.7075,87.0531
"male","E07000188",2010,76.044,78.711,84.3515,86.9667
"male","E07000188",2011,76.2438,78.9711,84.1127,86.8778
"male","E07000188",2012,76.653,79.0026,84.5771,86.9333
"male","E07000188",2013,76.2505,79.2423,84.3023,87.0102
"male","E07000189",2001,NA,NA,NA,NA
"male","E07000189",2002,77.0882,79.3841,84.0506,86.7667
"male","E07000189",2003,76.3547,78.8559,84.1586,87.2562
"male","E07000189",2004,76.2175,78.8602,84.3321,86.9474
"male","E07000189",2005,76.5948,79.792,84.4045,86.973
"male","E07000189",2006,76.3498,78.8662,84.1654,86.8455
"male","E07000189",2007,76.3421,79.065,84.1222,86.5772
"male","E07000189",2008,76.6122,79.266,84.6134,86.9071
"male","E07000189",2009,77.3994,79.799,84.7093,86.9945
"male","E07000189",2010,76.9273,79.4534,84.6395,87.0667
"male","E07000189",2011,77.0178,79.4128,84.5017,86.8986
"male","E07000189",2012,76.2333,78.9696,84.752,87.0224
"male","E07000189",2013,76.8969,79.3975,84.5157,86.8861
"male","E07000190",2001,NA,NA,NA,NA
"male","E07000190",2002,76.2277,78.4887,84.3279,87.1778
"male","E07000190",2003,75.8202,78.9588,84.196,87.0667
"male","E07000190",2004,75.387,79.0293,84.4489,87
"male","E07000190",2005,76.5428,78.8898,83.8677,86.8182
"male","E07000190",2006,77.0394,79.4961,84.226,86.8276
"male","E07000190",2007,75.4625,79.0587,84.0432,86.5244
"male","E07000190",2008,77.0453,79.7775,84.4573,86.8163
"male","E07000190",2009,76.7875,79.8172,84.5048,86.8738
"male","E07000190",2010,76.0087,79.0256,84.5097,86.9818
"male","E07000190",2011,77.0202,80.1974,84.7578,87.2288
"male","E07000190",2012,76.4563,79.573,84.4541,87.0421
"male","E07000190",2013,76.6846,79.3021,84.6505,86.9626
"male","E07000191",2001,NA,NA,NA,NA
"male","E07000191",2002,77.3135,79.2426,84.1839,87
"male","E07000191",2003,76.1472,78.2599,84.5443,87.0698
"male","E07000191",2004,76.965,79.4294,84.0659,86.8571
"male","E07000191",2005,76.3312,78.7338,84.6232,87.027
"male","E07000191",2006,75.071,78.5899,84.5152,86.6857
"male","E07000191",2007,77.0539,79.2514,84.1215,86.4231
"male","E07000191",2008,77.0843,79.1887,84.5854,87.0488
"male","E07000191",2009,76.6902,79.0988,84.7159,87.0667
"male","E07000191",2010,76.75,80,84.7067,87.2821
"male","E07000191",2011,77.8391,79.8854,84.7333,86.9388
"male","E07000191",2012,75.9063,79.6288,84.9714,87.05
"male","E07000191",2013,77.0622,79.6331,84.8587,87
"male","E07000192",2001,NA,NA,NA,NA
"male","E07000192",2002,73.6942,77.0135,84.066,87.02
"male","E07000192",2003,73.2244,76.8,83.2778,86.8571
"male","E07000192",2004,73.3439,77.152,83.2426,86.7059
"male","E07000192",2005,75.0992,77.7286,83.6624,86.8182
"male","E07000192",2006,74.0187,77.6184,83.9609,86.4211
"male","E07000192",2007,74.0686,77.6382,83.7687,86.5085
"male","E07000192",2008,74.4543,78.5813,84.4207,86.9701
"male","E07000192",2009,74.1458,77.9225,84.189,86.7544
"male","E07000192",2010,74.7042,78.1552,84.2847,86.8281
"male","E07000192",2011,73.609,77.5185,83.9646,86.549
"male","E07000192",2012,75.1217,78.1379,84.0144,86.9643
"male","E07000192",2013,74.7606,78.2821,84.6371,86.875
"male","E07000193",2001,NA,NA,NA,NA
"male","E07000193",2002,74.4345,77.5013,83.7125,86.7419
"male","E07000193",2003,74.2916,77.5122,83.8435,87.1607
"male","E07000193",2004,74.9911,78.0892,83.7198,87.1186
"male","E07000193",2005,74.8018,77.9588,84.0301,86.5217
"male","E07000193",2006,74.6723,78.375,83.8916,86.6471
"male","E07000193",2007,74.3116,77.6932,84.0483,86.1127
"male","E07000193",2008,75.2482,78.3164,84.2561,86.9231
"male","E07000193",2009,75.9023,78.6325,83.9846,86.8652
"male","E07000193",2010,74.7335,78.4448,84.4,87.0811
"male","E07000193",2011,74.5778,78.3449,84.0984,86.7442
"male","E07000193",2012,75.4695,78.8889,84.5817,87.1039
"male","E07000193",2013,75.5973,78.7021,84.381,87.1882
"male","E07000194",2001,NA,NA,NA,NA
"male","E07000194",2002,75.0293,78.0032,83.9507,86.7419
"male","E07000194",2003,75.1614,78.2197,84.4452,86.88
"male","E07000194",2004,74.5123,77.6842,84.2296,86.8689
"male","E07000194",2005,74.663,78.1757,84.3786,87.0909
"male","E07000194",2006,75.0583,78.184,83.9071,86.5357
"male","E07000194",2007,74.6864,77.9556,83.9562,86.8364
"male","E07000194",2008,74.6284,77.9768,84.068,86.5373
"male","E07000194",2009,75.5312,78.3285,84.5723,87.2857
"male","E07000194",2010,75.7519,78.3543,83.9432,87.0143
"male","E07000194",2011,76.8827,78.854,84.525,86.7326
"male","E07000194",2012,75.9067,78.4281,84.2372,86.7333
"male","E07000194",2013,75.646,78.245,84.3234,86.747
"male","E07000195",2001,NA,NA,NA,NA
"male","E07000195",2002,74.4808,77.316,83.6707,86.8333
"male","E07000195",2003,75.0653,78.0639,83.9746,86.9024
"male","E07000195",2004,74.4906,77.4832,83.7143,86.5775
"male","E07000195",2005,74.3964,77.8192,84.069,86.5604
"male","E07000195",2006,75.0651,77.9279,83.5446,86.6438
"male","E07000195",2007,74.6303,77.9755,84.2303,86.7195
"male","E07000195",2008,75.7557,78.5845,84.1311,86.8
"male","E07000195",2009,75.3023,78.805,84.0969,86.8889
"male","E07000195",2010,75.0694,78.5847,84.3107,86.8171
"male","E07000195",2011,75.9692,79.0052,84.2487,86.6304
"male","E07000195",2012,76.304,79.3,84.3246,86.8962
"male","E07000195",2013,76.0302,78.5531,84.447,87.1667
"male","E07000196",2001,NA,NA,NA,NA
"male","E07000196",2002,74.9005,77.6105,84,86.8333
"male","E07000196",2003,74.4397,77.536,84.0952,87.1803
"male","E07000196",2004,75.5504,78.3753,84.4011,86.8795
"male","E07000196",2005,74.9956,77.9249,83.9941,86.9545
"male","E07000196",2006,75.0292,78.0452,83.6512,86.5077
"male","E07000196",2007,74.9138,77.9358,84.1455,86.6316
"male","E07000196",2008,75.0691,78.0189,84.3741,86.5541
"male","E07000196",2009,76.0811,78.5659,84.3466,86.8488
"male","E07000196",2010,75.5727,78.4845,84.3191,87.1667
"male","E07000196",2011,76.0607,78.9596,84.449,87.0213
"male","E07000196",2012,75.1751,78.2149,84.494,86.7444
"male","E07000196",2013,76.365,78.8406,84.3732,86.8598
"male","E07000197",2001,NA,NA,NA,NA
"male","E07000197",2002,75.4153,78.553,83.9336,86.9388
"male","E07000197",2003,75.0058,78.2047,84.0308,87.0482
"male","E07000197",2004,76.211,79.0317,84.2048,86.8696
"male","E07000197",2005,75.4266,78.3653,84.0103,87.1282
"male","E07000197",2006,75.391,78.5751,84.4,86.6122
"male","E07000197",2007,75.9534,79.0689,84.1176,86.7573
"male","E07000197",2008,75.8998,79.3383,84.4393,87.0556
"male","E07000197",2009,76.0282,79.1568,84.3162,86.964
"male","E07000197",2010,75.4901,78.7375,84.3492,86.7553
"male","E07000197",2011,74.8792,78.7265,84.4722,86.7128
"male","E07000197",2012,76.0721,78.8253,84.4635,86.6771
"male","E07000197",2013,75.2565,78.4948,84.306,86.8621
"male","E07000198",2001,NA,NA,NA,NA
"male","E07000198",2002,74.4556,77.6885,83.9605,86.7353
"male","E07000198",2003,74.729,77.8363,84.1084,86.7746
"male","E07000198",2004,75.3907,78.8586,83.8564,86.9014
"male","E07000198",2005,75.1977,78.39,83.6,86.3768
"male","E07000198",2006,75.2463,77.913,83.7771,86.3676
"male","E07000198",2007,74.9519,78.2194,84.0276,86.7288
"male","E07000198",2008,76.5505,79.1713,84.2513,86.7917
"male","E07000198",2009,76.4453,78.968,84.1618,86.5882
"male","E07000198",2010,74.67,78.1854,84.4771,86.8025
"male","E07000198",2011,75.4667,78.6391,84.1765,87.2206
"male","E07000198",2012,75.3526,78.4686,84.5503,87.0822
"male","E07000198",2013,75.9289,78.5092,84.2228,87.0482
"male","E07000199",2001,NA,NA,NA,NA
"male","E07000199",2002,73.6988,77.0194,84.061,87.2059
"male","E07000199",2003,73.7154,78.2788,84.0444,86.9211
"male","E07000199",2004,73.9762,78.1138,83.4353,87.12
"male","E07000199",2005,72.9462,77,84.0714,86.8387
"male","E07000199",2006,72.0736,77.2156,83.4714,86.4583
"male","E07000199",2007,73.9087,77.0497,84.2308,86.5152
"male","E07000199",2008,73.5686,77.6646,84.4762,86.6667
"male","E07000199",2009,75.1266,78.1407,84.1739,87
"male","E07000199",2010,72.6756,77.1786,83.5479,86.625
"male","E07000199",2011,75.3305,78.6382,84.299,87.1628
"male","E07000199",2012,74.4654,78.0056,83.9412,86.8235
"male","E07000199",2013,75.1515,78.7249,84.4167,86.8936
"male","E07000200",2001,NA,NA,NA,NA
"male","E07000200",2002,76.1258,79.29,84.1267,86.7465
"male","E07000200",2003,75.9776,78.3139,84.0611,87.0392
"male","E07000200",2004,75.6142,78.7895,84.3952,87.1184
"male","E07000200",2005,75.806,79.3011,83.8146,86.875
"male","E07000200",2006,76.2788,78.7674,84.25,86.7324
"male","E07000200",2007,76.5325,79.0372,84.0784,86.5753
"male","E07000200",2008,76.5831,79.4164,84.2824,86.9875
"male","E07000200",2009,77.4644,79.5445,84.8291,86.7778
"male","E07000200",2010,77.3547,79.2983,84.4072,87.0909
"male","E07000200",2011,76.3913,80.0037,84.717,87.1529
"male","E07000200",2012,76.6274,78.5972,84.1736,87.0508
"male","E07000200",2013,76.7994,79.6,84.3519,86.8375
"male","E07000201",2001,NA,NA,NA,NA
"male","E07000201",2002,75.8981,78.5028,84.6867,87.1778
"male","E07000201",2003,75.1415,78.8011,84.0112,87.3243
"male","E07000201",2004,76.184,79.2389,84.3723,86.9762
"male","E07000201",2005,75.1596,77.8344,84.04,86.3871
"male","E07000201",2006,74.2453,78.1016,83.6567,86.36
"male","E07000201",2007,75.8557,79.1118,84.022,86.4419
"male","E07000201",2008,75.7277,78.7193,84.5309,86.9286
"male","E07000201",2009,76.9261,80.2838,84.8851,87.1042
"male","E07000201",2010,76.665,79.9364,84.79,86.8909
"male","E07000201",2011,75.6923,79.4094,84.1728,87
"male","E07000201",2012,76.0777,78.7485,84.0114,86.7297
"male","E07000201",2013,76.9751,78.8564,84.3579,86.6383
"male","E07000202",2001,NA,NA,NA,NA
"male","E07000202",2002,76.1853,78.4312,84.3166,87.0947
"male","E07000202",2003,76.2922,78.764,84.2727,87.0213
"male","E07000202",2004,75.5275,78.5387,83.9737,87.0864
"male","E07000202",2005,75.6911,78.5755,83.9091,86.2692
"male","E07000202",2006,76.3797,79.7633,84.6823,86.9216
"male","E07000202",2007,75.3244,78.3508,84.1229,86.5696
"male","E07000202",2008,76.3717,79.523,84.622,86.8018
"male","E07000202",2009,76.1618,79.3263,84.7487,87.1296
"male","E07000202",2010,75.715,78.675,84.5455,86.9889
"male","E07000202",2011,76.1037,79.288,84.685,87.1165
"male","E07000202",2012,75.8688,79.1883,84.2826,86.8539
"male","E07000202",2013,75.6065,79.0972,84.4845,87.0667
"male","E07000203",2001,NA,NA,NA,NA
"male","E07000203",2002,76.3127,78.5032,84.2534,86.7027
"male","E07000203",2003,76.0387,79.3301,84.1647,87
"male","E07000203",2004,76.2572,79.0242,84.257,87.012
"male","E07000203",2005,76.1815,78.6873,84.1367,86.55
"male","E07000203",2006,76.2156,79.1404,84.6594,86.5432
"male","E07000203",2007,76.3123,79.5536,84.271,86.641
"male","E07000203",2008,76.2284,79.2072,84.4562,86.9747
"male","E07000203",2009,76.6281,79.3441,84.5,87.027
"male","E07000203",2010,76.4142,78.795,84.2169,86.9459
"male","E07000203",2011,76.6789,79.5125,84.7032,87.0732
"male","E07000203",2012,76.4986,78.9868,84.5313,86.7412
"male","E07000203",2013,77.2188,79.216,84.6707,86.9885
"male","E07000204",2001,NA,NA,NA,NA
"male","E07000204",2002,74.4582,77.712,84.2344,86.931
"male","E07000204",2003,75.4459,78.0561,83.9931,86.7419
"male","E07000204",2004,75.2946,78.3482,84.2847,87
"male","E07000204",2005,75.0307,78.0994,84.1818,86.6812
"male","E07000204",2006,76.6684,79.0917,84.5322,86.814
"male","E07000204",2007,76.35,78.7625,84.3032,86.8356
"male","E07000204",2008,75.9619,78.9075,84.2222,86.6438
"male","E07000204",2009,77.0765,79.3503,84.5417,86.9405
"male","E07000204",2010,76.7683,79.0859,84.5223,87
"male","E07000204",2011,76.6625,79.3514,84.4266,86.9722
"male","E07000204",2012,77.7969,79.9157,84.7186,87.0095
"male","E07000204",2013,76.7432,78.603,84.4971,86.7912
"male","E07000205",2001,NA,NA,NA,NA
"male","E07000205",2002,76.4324,79.1641,84.4873,86.9068
"male","E07000205",2003,76.3368,79.2673,83.7913,86.8085
"male","E07000205",2004,77.4035,79.4706,84.3429,87.0092
"male","E07000205",2005,76.3784,79.6181,84.4634,87.0256
"male","E07000205",2006,77.1942,79.3638,84.3213,86.7016
"male","E07000205",2007,77.1566,79.8305,84.3125,86.521
"male","E07000205",2008,76.5092,79.3943,84.1097,86.8333
"male","E07000205",2009,77.0491,79.625,84.6235,86.9237
"male","E07000205",2010,76.4114,79.3254,84.3203,86.8919
"male","E07000205",2011,76.8702,79.3958,84.4828,87.192
"male","E07000205",2012,77.0141,79.3818,84.4146,86.84
"male","E07000205",2013,77.062,79.9041,84.6182,86.8333
"male","E07000206",2001,NA,NA,NA,NA
"male","E07000206",2002,75.6513,78.8679,84.3729,87.0804
"male","E07000206",2003,76.1306,79.09,84.0562,87.1327
"male","E07000206",2004,76.1697,78.7552,84.0857,86.9223
"male","E07000206",2005,76.2007,78.8623,83.8745,86.7619
"male","E07000206",2006,76.6157,79.1792,84.1961,86.6897
"male","E07000206",2007,76.6225,79.2412,84.4521,86.7985
"male","E07000206",2008,75.9539,78.5112,84.2395,86.6637
"male","E07000206",2009,76.0037,78.793,84.5274,86.8678
"male","E07000206",2010,76.3878,79.2894,84.4,87.0413
"male","E07000206",2011,77.1058,79.6878,84.9243,87.1857
"male","E07000206",2012,76.7143,78.8665,84.438,86.8934
"male","E07000206",2013,75.921,78.9369,84.3008,86.9815
"male","E07000207",2001,NA,NA,NA,NA
"male","E07000207",2002,75.4938,78.317,84.1566,87.0526
"male","E07000207",2003,76.3717,78.9945,84.3226,86.8778
"male","E07000207",2004,76.0482,79.1133,84.2632,87.2278
"male","E07000207",2005,76.0424,79.2358,84.2733,86.859
"male","E07000207",2006,75.921,78.7022,84.3187,86.4103
"male","E07000207",2007,76.9437,79.7581,84.3409,86.8706
"male","E07000207",2008,75.7624,79.1954,84.5313,86.7442
"male","E07000207",2009,76.8011,79.8105,84.5852,87.0116
"male","E07000207",2010,77.5,79.9743,84.9888,87.2871
"male","E07000207",2011,75.8723,78.9199,84.8373,86.8298
"male","E07000207",2012,76.8945,79.506,84.5319,87.0326
"male","E07000207",2013,76.6448,79.8994,84.8592,87.0526
"male","E07000208",2001,NA,NA,NA,NA
"male","E07000208",2002,74.6284,78.6714,83.7009,86.7907
"male","E07000208",2003,76.6604,79.3162,84.4068,87.1034
"male","E07000208",2004,75.2763,78.9043,84.0106,86.9722
"male","E07000208",2005,75.3983,78.5663,84.0745,86.7619
"male","E07000208",2006,75.3115,78.5049,83.8969,86.6944
"male","E07000208",2007,74.8095,79.04,84.1609,86.8421
"male","E07000208",2008,76.8726,79.5792,85.1735,87.0625
"male","E07000208",2009,76.2952,79.2155,84.7634,86.8776
"male","E07000208",2010,75.9175,79.0173,84.4796,87.2
"male","E07000208",2011,75.0699,79.2013,84.1316,87.0323
"male","E07000208",2012,76.3194,79.5924,84.4766,86.902
"male","E07000208",2013,75.6765,79.0955,84.9505,87.0508
"male","E07000209",2001,NA,NA,NA,NA
"male","E07000209",2002,75.7579,78.9798,84.8059,87.1489
"male","E07000209",2003,74.8359,77.6243,83.9655,86.7903
"male","E07000209",2004,75.5964,78.6921,84.3375,87.1233
"male","E07000209",2005,75.555,78.5765,84.2216,86.9467
"male","E07000209",2006,74.5455,79.0691,84.2081,86.6667
"male","E07000209",2007,75.5977,78.91,84.3667,86.8356
"male","E07000209",2008,76.3724,79.4625,84.5699,86.9794
"male","E07000209",2009,76.1257,79.2071,84.6752,86.9643
"male","E07000209",2010,76.4235,79.4192,84.6859,87
"male","E07000209",2011,75.9077,79.6314,84.3429,87.0235
"male","E07000209",2012,76.564,79.459,84.4972,86.6947
"male","E07000209",2013,76.2639,79.6572,84.293,86.6479
"male","E07000210",2001,NA,NA,NA,NA
"male","E07000210",2002,75.6923,78.2509,84.7422,87.0533
"male","E07000210",2003,76.1886,78.5966,84.3191,86.8955
