"la","year","sex","s_35","s_50","s_65","s_80","s_85"
"E06000014",2011,"male",0.00365169,0.00373379,0.00538823,0.0168746,0.0459545
"E06000014",2012,"female",0.00448239,0.00707241,0.00836771,0.0266647,0.0882935
"E06000014",2012,"male",0.00467383,0.00565741,0.00617217,0.0193884,0.0582311
"E06000014",2013,"female",0.00465479,0.00645915,0.00519962,0.0105918,0.0315283
"E06000014",2013,"male",0.00443429,0.00553132,0.00660034,0.0256222,0.0367888
"E06000015",2002,"female",0.0031683,0.00343432,0.00415399,0.0144957,0.0491048
"E06000015",2002,"male",0.00364769,0.00372994,0.00538307,0.0258431,0.0701268
"E06000015",2003,"female",0.0041576,0.00483275,0.00663927,0.0250257,0.046799
"E06000015",2003,"male",0.00346868,0.00337384,0.0038613,0.014159,0.0329096
"E06000015",2004,"female",0.00302113,0.00346752,0.00453283,0.0124492,0.0351264
"E06000015",2004,"male",0.00403407,0.004118,0.00617106,0.0243769,0.0603143
"E06000015",2005,"female",0.00417674,0.00479936,0.00592606,0.0184192,0.0509312
"E06000015",2005,"male",0.00295085,0.00355453,0.00711518,0.0313074,0.0950406
"E06000015",2006,"female",0.00450178,0.00419927,0.00556775,0.0177549,0.0348034
"E06000015",2006,"male",0.0033013,0.00278902,0.00537154,0.02147,0.0707359
"E06000015",2007,"female",0.00429994,0.00550886,0.00611379,0.0181821,0.0557145
"E06000015",2007,"male",0.00284821,0.00368829,0.00678535,0.0265492,0.0790671
"E06000015",2008,"female",0.00443896,0.00554036,0.00543146,0.0182912,0.0593302
"E06000015",2008,"male",0.00285512,0.00355745,0.00577224,0.0225893,0.0613354
"E06000015",2009,"female",0.00344297,0.00426351,0.00421157,0.0184915,0.0552639
"E06000015",2009,"male",0.00314378,0.00371154,0.00434907,0.0125836,0.0323008
"E06000015",2010,"female",0.00362122,0.00447361,0.00523005,0.0208039,0.066482
"E06000015",2010,"male",0.00276122,0.00417333,0.00738685,0.0203079,0.0240338
"E06000015",2011,"female",0.00350133,0.0039454,0.00635994,0.0192426,0.0604056
"E06000015",2011,"male",0.0031995,0.00341871,0.00552694,0.0233015,0.0729002
"E06000015",2012,"female",0.00385954,0.00386875,0.00651871,0.0184542,0.0563764
"E06000015",2012,"male",0.00316766,0.00333048,0.00437616,0.0161298,0.054782
"E06000015",2013,"female",0.0039621,0.00409858,0.00584299,0.0161177,0.0329948
"E06000015",2013,"male",0.00304392,0.00365241,0.00386547,0.015414,0.0455896
"E06000016",2002,"female",0.00385387,0.003666,0.0054388,0.0126153,0.0287466
"E06000016",2002,"male",0.00251165,0.00344034,0.00500884,0.0193012,0.0479575
"E06000016",2003,"female",0.00317418,0.00509307,0.00490505,0.0169485,0.0516483
"E06000016",2003,"male",0.00236657,0.00278839,0.00442774,0.0176224,0.0552911
"E06000016",2004,"female",0.00389294,0.00392001,0.00543857,0.0123889,0.0399173
"E06000016",2004,"male",0.00260802,0.0033734,0.00444739,0.0167593,0.0360408
"E06000016",2005,"female",0.00248019,0.00294973,0.00450559,0.0130073,0.0390635
"E06000016",2005,"male",0.00320134,0.00343013,0.00630034,0.0136447,0.0466569
"E06000016",2006,"female",0.00378259,0.00414671,0.00690032,0.0168985,0.0532306
"E06000016",2006,"male",0.00344094,0.0032968,0.00462249,0.0107307,0.0393534
"E06000016",2007,"female",0.00378531,0.00347664,0.00540553,0.0171196,0.0244885
"E06000016",2007,"male",0.0029677,0.00287565,0.00503906,0.0201808,0.053339
"E06000016",2008,"female",0.00300102,0.00361406,0.00613046,0.0207567,0.0678474
"E06000016",2008,"male",0.00306109,0.0032637,0.00610844,0.0194736,0.0640487
"E06000016",2009,"female",0.00339966,0.00354865,0.00643871,0.0186894,0.0372318
"E06000016",2009,"male",0.0036613,0.00309823,0.0044222,0.0192472,0.0537105
"E06000016",2010,"female",0.00342061,0.00301554,0.00479178,0.0181806,0.0210133
"E06000016",2010,"male",0.0033884,0.00330924,0.00452857,0.0145761,0.0411282
"E06000016",2011,"female",0.00349672,0.00364371,0.00582837,0.0190384,0.0237326
"E06000016",2011,"male",0.0027442,0.00287411,0.00544689,0.0207803,0.0433767
"E06000016",2012,"female",0.00338707,0.00291549,0.00572932,0.018445,0.0380821
"E06000016",2012,"male",0.00320944,0.00345524,0.00572999,0.0190097,0.0481393
"E06000016",2013,"female",0.00367103,0.00449641,0.00491195,0.0151269,0.0342152
"E06000016",2013,"male",0.00291401,0.00338811,0.00537306,0.0190756,0.0375754
"E06000017",2002,"female",0.00587259,0.00896175,0.0181976,0.0283643,0.0417403
"E06000017",2002,"male",0.00558444,0.00900965,0.0182169,0.0399741,0.107686
"E06000017",2003,"female",0.00617651,0.00765852,0.0168735,0.0209882,0.0334127
"E06000017",2003,"male",0.00609768,0.00795571,0.0124408,0.0546932,0.153785
"E06000017",2004,"female",0.00582513,0.00792645,0.0154682,0.0452678,0.145441
"E06000017",2004,"male",0.00628917,0.00898303,0.0137389,0.0419062,0.131299
"E06000017",2005,"female",0.00634816,0.0102667,0.0182544,0.0514355,0.0772609
"E06000017",2005,"male",0.00618058,0.00823302,0.0137475,0.0419594,0.12071
"E06000017",2006,"female",0.00576017,0.00893557,0.0151883,0.0461758,0.105159
"E06000017",2006,"male",0.00573061,0.00906265,0.012108,0.0445165,0.144897
"E06000017",2007,"female",0.00658954,0.00945038,0.0162085,0.0369857,0.0437241
"E06000017",2007,"male",0.00574843,0.00843305,0.0153034,0.0244036,0.0595618
"E06000017",2008,"female",0.00560667,0.0089413,0.0128875,0.0300158,0.0764143
"E06000017",2008,"male",0.00538199,0.0074402,0.0120892,0.049509,0.105786
"E06000017",2009,"female",0.00508204,0.00750361,0.0099849,0.0249235,0.0691305
"E06000017",2009,"male",0.00415367,0.00641366,0.0127923,0.0541126,0.0830729
"E06000017",2010,"female",0.005583,0.009322,0.0122249,0.0265145,0.0586621
"E06000017",2010,"male",0.00595824,0.00848773,0.0156185,0.047137,0.0699886
"E06000017",2011,"female",0.00546956,0.00886651,0.0152925,0.0394189,0.112205
"E06000017",2011,"male",0.0058317,0.00883303,0.0174452,0.0347818,0.068321
"E06000017",2012,"female",0.00650414,0.0101127,0.0194656,0.0212127,0.0466635
"E06000017",2012,"male",0.00574086,0.00865506,0.0142509,0.0517157,0.0514904
"E06000017",2013,"female",0.0062937,0.00857891,0.0156005,0.0602781,0.212132
"E06000017",2013,"male",0.00679241,0.00979372,0.0183368,0.0835062,0.0711874
"E06000018",2002,"female",0.00262494,0.00331891,0.00582633,0.0123963,0.0328479
"E06000018",2002,"male",0.00268587,0.00274762,0.00514977,0.0265367,0.0548919
"E06000018",2003,"female",0.00387125,0.00502264,0.00493196,0.0204286,0.0623916
"E06000018",2003,"male",0.00250262,0.00256903,0.00415979,0.0174373,0.0453278
"E06000018",2004,"female",0.00369994,0.00316372,0.00585993,0.0227725,0.0749988
"E06000018",2004,"male",0.00266649,0.00328283,0.00535283,0.0218706,0.0647336
"E06000018",2005,"female",0.00325126,0.00322158,0.00456872,0.0143061,0.0326085
"E06000018",2005,"male",0.00219057,0.00349465,0.00537239,0.0183875,0.0397319
"E06000018",2006,"female",0.00265595,0.0038441,0.00676687,0.0292685,0.0514869
"E06000018",2006,"male",0.00328085,0.00368772,0.00710929,0.0334237,0.121204
"E06000018",2007,"female",0.00456404,0.00477778,0.00703665,0.0243165,0.0836053
"E06000018",2007,"male",0.00284467,0.00310744,0.00485219,0.0137291,0.0460826
"E06000018",2008,"female",0.00326457,0.00375535,0.00479934,0.016889,0.057982
"E06000018",2008,"male",0.00256298,0.00280601,0.00555468,0.0190918,0.0644511
"E06000018",2009,"female",0.00363342,0.00346995,0.00618658,0.0170009,0.0263128
"E06000018",2009,"male",0.00235935,0.00318048,0.00407735,0.013239,0.0215076
"E06000018",2010,"female",0.00431549,0.00453422,0.00544821,0.0203431,0.045975
"E06000018",2010,"male",0.00345415,0.00313602,0.00444055,0.0164133,0.0513229
"E06000018",2011,"female",0.00360621,0.00433032,0.00564067,0.0208424,0.0418522
"E06000018",2011,"male",0.00261843,0.00344542,0.00594611,0.0200016,0.0662203
"E06000018",2012,"female",0.00359677,0.00364407,0.00671653,0.0224895,0.0156366
"E06000018",2012,"male",0.00337161,0.00394139,0.00518892,0.0115068,0.0132026
"E06000018",2013,"female",0.00406602,0.00382995,0.00553155,0.0157428,0.054036
"E06000018",2013,"male",0.00244796,0.00303697,0.00594918,0.0196852,0.0524132
"E06000019",2002,"female",0.00466199,0.00506543,0.0093614,0.0167628,0.0215436
"E06000019",2002,"male",0.00296871,0.00395172,0.00628399,0.0173368,0.0438569
"E06000019",2003,"female",0.00435359,0.00541526,0.00707866,0.0193785,0.0563153
"E06000019",2003,"male",0.00346138,0.00419923,0.00544741,0.0245672,0.0845675
"E06000019",2004,"female",0.00400057,0.00553969,0.0075362,0.0175085,0.0455477
"E06000019",2004,"male",0.00358611,0.00343513,0.00524156,0.0221857,0.0581693
"E06000019",2005,"female",0.00387648,0.00522087,0.00642799,0.0244761,0.0371573
"E06000019",2005,"male",0.00397511,0.00370834,0.00648691,0.0214224,0.0508959
"E06000019",2006,"female",0.00387869,0.00519601,0.00624335,0.017751,0.0423031
"E06000019",2006,"male",0.00303508,0.00321169,0.00597801,0.026914,0.0637842
"E06000019",2007,"female",0.00526287,0.00777989,0.00698222,0.0212732,0.0598651
"E06000019",2007,"male",0.00354003,0.00390501,0.00516477,0.0196879,0.0644167
"E06000019",2008,"female",0.00398974,0.00538165,0.00712053,0.025576,0.0644255
"E06000019",2008,"male",0.00396257,0.00469704,0.00780827,0.0353641,0.115373
"E06000019",2009,"female",0.00412186,0.0050796,0.0081465,0.0218317,0.0478056
"E06000019",2009,"male",0.00416836,0.0041958,0.00703955,0.0145705,0.0367486
"E06000019",2010,"female",0.00377348,0.00430747,0.00453205,0.0197637,0.0431997
"E06000019",2010,"male",0.00447541,0.00683951,0.0073415,0.0123271,0.0357446
"E06000019",2011,"female",0.00406021,0.00474212,0.00592582,0.0188008,0.0505509
"E06000019",2011,"male",0.00361463,0.00524765,0.00612549,0.0174709,0.0181643
"E06000019",2012,"female",0.00553255,0.00764282,0.00650865,0.0198058,0.0192497
"E06000019",2012,"male",0.00435764,0.00427429,0.00585384,0.0219976,0.0787283
"E06000019",2013,"female",0.00468193,0.00554564,0.00684938,0.0219506,0.0587086
"E06000019",2013,"male",0.00377002,0.00412088,0.00641087,0.0209149,0.0283244
"E06000020",2002,"female",0.00426164,0.00434505,0.0063572,0.013626,0.0123039
"E06000020",2002,"male",0.00388951,0.00481106,0.00759491,0.0320105,0.0681946
"E06000020",2003,"female",0.00418549,0.00523863,0.00875713,0.0226495,0.0487699
"E06000020",2003,"male",0.00332328,0.00436931,0.00926618,0.0392865,0.101084
"E06000020",2004,"female",0.0036061,0.00481422,0.00861486,0.0317848,0.0488501
"E06000020",2004,"male",0.00319817,0.00335669,0.00649475,0.0248101,0.0601286
"E06000020",2005,"female",0.00482899,0.00733121,0.00707762,0.0201947,0.061401
"E06000020",2005,"male",0.0040082,0.00325948,0.00657483,0.0230831,0.0793634
"E06000020",2006,"female",0.0060276,0.0088433,0.00989315,0.0182319,0.0589192
"E06000020",2006,"male",0.00392017,0.00389658,0.00622293,0.0147315,0.0337905
"E06000020",2007,"female",0.00410656,0.00551906,0.00713093,0.0187454,0.0500622
"E06000020",2007,"male",0.00313854,0.00379005,0.00611732,0.0147769,0.0309504
"E06000020",2008,"female",0.00384437,0.00473826,0.00636505,0.0263155,0.0764546
"E06000020",2008,"male",0.00405209,0.00393056,0.007343,0.0268644,0.0798063
"E06000020",2009,"female",0.00386194,0.00522364,0.00888633,0.0203163,0.0326615
"E06000020",2009,"male",0.00321349,0.00435946,0.00753676,0.021308,0.0661466
"E06000020",2010,"female",0.00457163,0.00534549,0.00730544,0.0272708,0.047858
"E06000020",2010,"male",0.00343686,0.00411699,0.00532707,0.0144164,0.0275738
"E06000020",2011,"female",0.00400209,0.00471882,0.00650988,0.0177528,0.0569254
"E06000020",2011,"male",0.00335882,0.00465403,0.00881032,0.0190621,0.0391611
"E06000020",2012,"female",0.00414479,0.00552986,0.00791166,0.0200428,0.0612249
"E06000020",2012,"male",0.00367933,0.00365471,0.00694982,0.0236506,0.0791285
"E06000020",2013,"female",0.00380614,0.00437811,0.00686829,0.0154526,0.0517453
"E06000020",2013,"male",0.00368895,0.00429212,0.00638382,0.0146779,0.0528447
"E06000021",2002,"female",0.00345897,0.00392087,0.00619132,0.0150173,0.0362107
"E06000021",2002,"male",0.00276012,0.00324935,0.00407119,0.0135984,0.0416884
"E06000021",2003,"female",0.00342467,0.00313375,0.00519049,0.0194417,0.0456621
"E06000021",2003,"male",0.00355375,0.00340282,0.00593505,0.0297376,0.0748938
"E06000021",2004,"female",0.00372676,0.0032841,0.00459103,0.0163288,0.0442332
"E06000021",2004,"male",0.00290249,0.0034598,0.00517884,0.023408,0.0639638
"E06000021",2005,"female",0.00293343,0.00418554,0.00548966,0.0124189,0.0312961
"E06000021",2005,"male",0.00253664,0.00324074,0.0061372,0.0234298,0.0749577
"E06000021",2006,"female",0.00399849,0.004171,0.00455606,0.0153927,0.0430877
"E06000021",2006,"male",0.00392272,0.0032322,0.00524719,0.021725,0.0563547
"E06000021",2007,"female",0.00327583,0.00415939,0.00449104,0.0172848,0.0435935
"E06000021",2007,"male",0.00280454,0.00307064,0.00418324,0.0149368,0.0447952
"E06000021",2008,"female",0.00372493,0.00468261,0.00536985,0.0153671,0.0387577
"E06000021",2008,"male",0.00283824,0.0031863,0.00654664,0.0273305,0.094966
"E06000021",2009,"female",0.00322924,0.00303986,0.00302687,0.0083679,0.0182456
"E06000021",2009,"male",0.00245575,0.00250408,0.0038375,0.0161473,0.0479233
"E06000021",2010,"female",0.00365463,0.00331745,0.00528749,0.0204932,0.0382953
"E06000021",2010,"male",0.00281487,0.0030088,0.00456395,0.0164584,0.0514687
"E06000021",2011,"female",0.00313531,0.00342116,0.00461925,0.0122386,0.0275295
"E06000021",2011,"male",0.00316066,0.00310741,0.00529319,0.015315,0.0291347
"E06000021",2012,"female",0.00332852,0.00407946,0.00697842,0.0236971,0.0637398
"E06000021",2012,"male",0.00275061,0.00326339,0.00494768,0.0169771,0.0283193
"E06000021",2013,"female",0.00341689,0.00374134,0.0066802,0.0205772,0.0597489
"E06000021",2013,"male",0.00317566,0.00323162,0.00512568,0.0135349,0.0458841
"E06000022",2002,"female",0.00472877,0.0051405,0.00545036,0.0185725,0.0315666
"E06000022",2002,"male",0.00355135,0.00468595,0.00655384,0.014424,0.0490046
"E06000022",2003,"female",0.00396389,0.00468112,0.00759318,0.0222868,0.0366838
"E06000022",2003,"male",0.00364725,0.00431051,0.00679644,0.0182298,0.0357798
"E06000022",2004,"female",0.00402505,0.0056895,0.00614182,0.0225321,0.0705388
"E06000022",2004,"male",0.00378005,0.00485899,0.0071622,0.0143704,0.0370246
"E06000022",2005,"female",0.00446349,0.00561146,0.00541844,0.0146606,0.0409797
"E06000022",2005,"male",0.00344271,0.00441409,0.00684077,0.0206536,0.0429144
"E06000022",2006,"female",0.00462991,0.00627937,0.0106346,0.0244758,0.0666906
"E06000022",2006,"male",0.00425894,0.0045709,0.00732338,0.021457,0.0522518
"E06000022",2007,"female",0.00397094,0.00441205,0.00808941,0.026819,0.0691023
"E06000022",2007,"male",0.00354878,0.00333273,0.00663364,0.0245423,0.082914
"E06000022",2008,"female",0.00428577,0.0057701,0.0108964,0.0272993,0.0546378
"E06000022",2008,"male",0.00426557,0.00455589,0.00612225,0.0220956,0.0730016
"E06000022",2009,"female",0.00405619,0.00464387,0.00676508,0.016223,0.0419646
"E06000022",2009,"male",0.00474345,0.00520138,0.00914779,0.0145466,0.0384045
"E06000022",2010,"female",0.00447925,0.00621068,0.00814337,0.0215178,0.0741254
"E06000022",2010,"male",0.00461049,0.00612205,0.0058941,0.0209627,0.0315361
"E06000022",2011,"female",0.00540302,0.00644389,0.00667875,0.0224258,0.0633951
"E06000022",2011,"male",0.00427985,0.00546735,0.00751016,0.0275491,0.0882936
"E06000022",2012,"female",0.0038069,0.00510295,0.00907763,0.0127012,0.0306023
"E06000022",2012,"male",0.00291096,0.00366168,0.00666773,0.0106257,0.0202755
"E06000022",2013,"female",0.00468931,0.00595091,0.00754556,0.0240235,0.0456359
"E06000022",2013,"male",0.00465348,0.00530914,0.00523662,0.0215077,0.067176
"E06000023",2002,"female",0.00311014,0.00374794,0.00431183,0.0154203,0.027711
"E06000023",2002,"male",0.00188011,0.00241418,0.00440385,0.0106777,0.0224334
"E06000023",2003,"female",0.00331946,0.00391781,0.00598598,0.0181078,0.0493365
"E06000023",2003,"male",0.00240693,0.00289053,0.00379772,0.0160926,0.0301479
"E06000023",2004,"female",0.0046359,0.00704301,0.0063008,0.0175657,0.0502638
"E06000023",2004,"male",0.0021639,0.00267525,0.00435722,0.0151064,0.0515186
"E06000023",2005,"female",0.00324771,0.00373437,0.00635605,0.0183961,0.0457445
"E06000023",2005,"male",0.00195136,0.00291519,0.00433102,0.0191197,0.0685509
"E06000023",2006,"female",0.00366169,0.00320364,0.00498346,0.0166129,0.0382861
"E06000023",2006,"male",0.00275386,0.00254047,0.0043062,0.0131194,0.0275451
"E06000023",2007,"female",0.00322547,0.00333198,0.00589862,0.019909,0.0662984
"E06000023",2007,"male",0.00274071,0.00262751,0.00458721,0.0205058,0.0736131
"E06000023",2008,"female",0.00304331,0.00388277,0.005342,0.0234708,0.0636743
"E06000023",2008,"male",0.00241369,0.0037313,0.00572594,0.022631,0.0736403
"E06000023",2009,"female",0.00303662,0.00377655,0.00551141,0.0156041,0.0351293
"E06000023",2009,"male",0.00210487,0.00294228,0.00481385,0.0166639,0.048161
"E06000023",2010,"female",0.00273909,0.00389645,0.00530075,0.0135976,0.031612
"E06000023",2010,"male",0.00232269,0.00317891,0.00558188,0.0147069,0.0216635
"E06000023",2011,"female",0.00280762,0.00321596,0.00501108,0.0152407,0.0457119
"E06000023",2011,"male",0.00257435,0.00330444,0.00489904,0.0183508,0.0541992
"E06000023",2012,"female",0.00287388,0.00301802,0.00505415,0.0181047,0.0476836
"E06000023",2012,"male",0.00418316,0.00333133,0.00491964,0.00789749,0.0246192
"E06000023",2013,"female",0.00308997,0.00286616,0.00472367,0.0205593,0.0540758
"E06000023",2013,"male",0.00230186,0.00332533,0.00399666,0.012806,0.0418408
"E06000024",2002,"female",0.0042092,0.00421383,0.00566643,0.0151083,0.0347036
"E06000024",2002,"male",0.00335463,0.00315199,0.00528833,0.0171331,0.0200726
"E06000024",2003,"female",0.00367842,0.00435909,0.0061562,0.0152694,0.0456584
"E06000024",2003,"male",0.00303402,0.00307596,0.00513607,0.0150634,0.0270274
"E06000024",2004,"female",0.00393065,0.0045556,0.00701848,0.0200461,0.0589136
"E06000024",2004,"male",0.0034763,0.00313354,0.00462507,0.0106584,0.0336601
"E06000024",2005,"female",0.00430303,0.00628661,0.0074458,0.0204081,0.0653894
"E06000024",2005,"male",0.00324014,0.00368127,0.00480428,0.0139248,0.0329868
"E06000024",2006,"female",0.00495177,0.00628445,0.00689301,0.0116037,0.0381092
"E06000024",2006,"male",0.00455199,0.00376007,0.00523264,0.0179569,0.0612893
"E06000024",2007,"female",0.00384283,0.00473522,0.00590374,0.0127509,0.0363699
"E06000024",2007,"male",0.00331837,0.00368236,0.00623735,0.019508,0.0394675
"E06000024",2008,"female",0.00456177,0.00519823,0.00477437,0.0203995,0.0609677
"E06000024",2008,"male",0.00377565,0.00501243,0.00568771,0.0235602,0.0682387
"E06000024",2009,"female",0.00442763,0.00609836,0.00740439,0.0241401,0.0387141
"E06000024",2009,"male",0.00340652,0.00349559,0.00470995,0.0143884,0.0228553
"E06000024",2010,"female",0.00497885,0.00554825,0.00889683,0.0191925,0.0344569
"E06000024",2010,"male",0.00382066,0.00446318,0.00569015,0.0165808,0.0488555
"E06000024",2011,"female",0.00449724,0.00609536,0.00893296,0.0205152,0.0610281
"E06000024",2011,"male",0.00346816,0.0036062,0.00566711,0.0232123,0.0476913
"E06000024",2012,"female",0.00445724,0.00562961,0.00680275,0.0205675,0.0653689
"E06000024",2012,"male",0.00371516,0.00392271,0.00476353,0.0152098,0.024925
"E06000024",2013,"female",0.00368131,0.00491932,0.00603015,0.015347,0.0421712
"E06000024",2013,"male",0.00417376,0.00564301,0.00541434,0.0217459,0.0475911
"E06000025",2002,"female",0.00381332,0.0045928,0.00695242,0.0213938,0.0752293
"E06000025",2002,"male",0.00303662,0.00417072,0.00740417,0.0293679,0.08208
"E06000025",2003,"female",0.0039239,0.0045427,0.00574741,0.0158236,0.0280517
"E06000025",2003,"male",0.00357117,0.00301742,0.00525991,0.0210366,0.0674353
"E06000025",2004,"female",0.00355155,0.00493227,0.00653169,0.019194,0.0307309
