"la","year","sex","s_35","s_50","s_65","s_80","s_85"
"E07000181",2013,"male",0.00573186,0.00619774,0.0103701,0.0161543,0.0363922
"E07000187",2002,"female",0.00467939,0.00569831,0.00859911,0.0172681,0.0341972
"E07000187",2002,"male",0.00414477,0.00351891,0.00561666,0.0176685,0.0406183
"E07000187",2003,"female",0.00428226,0.00590513,0.00741953,0.0138341,0.0287955
"E07000187",2003,"male",0.00475608,0.00615501,0.00853483,0.0287941,0.0699077
"E07000187",2004,"female",0.00518632,0.00713616,0.00871137,0.0270843,0.0769447
"E07000187",2004,"male",0.00398897,0.00543157,0.00575619,0.0117342,0.0352694
"E07000187",2005,"female",0.00440724,0.00559001,0.00754451,0.0207577,0.0584938
"E07000187",2005,"male",0.00398112,0.00411194,0.00604664,0.0273902,0.0988547
"E07000187",2006,"female",0.00489268,0.00556725,0.00945859,0.0236311,0.0788038
"E07000187",2006,"male",0.00516404,0.00545332,0.00899142,0.0241654,0.0640943
"E07000187",2007,"female",0.00495197,0.00723613,0.0125727,0.036929,0.0772607
"E07000187",2007,"male",0.00503033,0.00620205,0.00855991,0.0218737,0.0456008
"E07000187",2008,"female",0.00483805,0.0061943,0.00957747,0.0175848,0.047435
"E07000187",2008,"male",0.00471222,0.00481108,0.00889107,0.0262625,0.092712
"E07000187",2009,"female",0.00470918,0.00673424,0.00904792,0.0240724,0.0364462
"E07000187",2009,"male",0.00494868,0.00679171,0.0103326,0.0242666,0.0601479
"E07000187",2010,"female",0.00479899,0.00682185,0.0118686,0.0277093,0.082632
"E07000187",2010,"male",0.00502926,0.0063539,0.007293,0.0318084,0.080126
"E07000187",2011,"female",0.00563039,0.00829405,0.00869577,0.0287117,0.0416151
"E07000187",2011,"male",0.00526543,0.00644136,0.00801585,0.0176457,0.0557343
"E07000187",2012,"female",0.00527539,0.00790889,0.0104091,0.019724,0.0480263
"E07000187",2012,"male",0.00415369,0.00570863,0.00907808,0.0331161,0.0749959
"E07000187",2013,"female",0.00484685,0.00667075,0.0118943,0.0459543,0.104774
"E07000187",2013,"male",0.0044363,0.00642616,0.0107004,0.0250243,0.0681901
"E07000188",2002,"female",0.00564717,0.00683133,0.00764875,0.0187979,0.0550013
"E07000188",2002,"male",0.00411677,0.00476701,0.00723238,0.0190117,0.0396018
"E07000188",2003,"female",0.00308093,0.00444632,0.00849862,0.0302711,0.0930019
"E07000188",2003,"male",0.00410288,0.00457952,0.00848669,0.034307,0.074585
"E07000188",2004,"female",0.00432073,0.00489997,0.00641263,0.0214478,0.0523172
"E07000188",2004,"male",0.00473827,0.00496888,0.00460814,0.0190406,0.0307932
"E07000188",2005,"female",0.00489432,0.00629976,0.0092762,0.0251508,0.0825902
"E07000188",2005,"male",0.00453109,0.00520858,0.00843099,0.0249042,0.0734467
"E07000188",2006,"female",0.00465195,0.0061469,0.00869116,0.0247953,0.0679895
"E07000188",2006,"male",0.00434145,0.00486985,0.00754443,0.019953,0.0732896
"E07000188",2007,"female",0.00498001,0.00769673,0.00915499,0.0249509,0.0714045
"E07000188",2007,"male",0.00475212,0.00541522,0.00669378,0.0212817,0.0503059
"E07000188",2008,"female",0.00426114,0.00553958,0.00993114,0.0313967,0.0810878
"E07000188",2008,"male",0.00490685,0.00698013,0.0102972,0.0497193,0.176199
"E07000188",2009,"female",0.00514058,0.00732389,0.00737281,0.0232574,0.0439145
"E07000188",2009,"male",0.00400137,0.00440676,0.00645743,0.0277154,0.0805459
"E07000188",2010,"female",0.00565883,0.00732471,0.01097,0.0222236,0.0508059
"E07000188",2010,"male",0.00425964,0.00600005,0.00663627,0.0233984,0.0537623
"E07000188",2011,"female",0.00490965,0.00617244,0.00914677,0.0244755,0.0798489
"E07000188",2011,"male",0.00533554,0.00747756,0.00827971,0.0235781,0.0544778
"E07000188",2012,"female",0.0042469,0.00513748,0.00864638,0.0209091,0.0541147
"E07000188",2012,"male",0.00456845,0.00425375,0.00692965,0.0216493,0.0723021
"E07000188",2013,"female",0.00491021,0.00792756,0.00835089,0.0219814,0.0540875
"E07000188",2013,"male",0.00501666,0.00606696,0.00697108,0.0213309,0.0564774
"E07000189",2002,"female",0.00503647,0.00693261,0.00657674,0.0152949,0.0316009
"E07000189",2002,"male",0.00424169,0.00414788,0.00586232,0.0253007,0.0596069
"E07000189",2003,"female",0.00457496,0.00539315,0.00578262,0.0112903,0.0297152
"E07000189",2003,"male",0.00410158,0.00545863,0.00701832,0.0300631,0.0693653
"E07000189",2004,"female",0.00417618,0.00480614,0.00717051,0.0199364,0.0649368
"E07000189",2004,"male",0.00436289,0.0043307,0.00777903,0.026004,0.0734434
"E07000189",2005,"female",0.00376505,0.00529331,0.00713601,0.0240151,0.07
"E07000189",2005,"male",0.0038329,0.00450473,0.00452086,0.0155314,0.0399
"E07000189",2006,"female",0.00505829,0.00761564,0.00962212,0.0280648,0.0995597
"E07000189",2006,"male",0.00413064,0.00491499,0.0049066,0.0174092,0.0208243
"E07000189",2007,"female",0.00438172,0.00501352,0.00773895,0.0240417,0.0609973
"E07000189",2007,"male",0.00425622,0.00526044,0.00573426,0.0216739,0.0748728
"E07000189",2008,"female",0.00438198,0.00580283,0.00971466,0.0159151,0.0469913
"E07000189",2008,"male",0.00497342,0.0060468,0.00764012,0.026564,0.0852941
"E07000189",2009,"female",0.0037766,0.0042115,0.00660828,0.0199387,0.0584944
"E07000189",2009,"male",0.00395962,0.00395626,0.00642385,0.0136165,0.0431762
"E07000189",2010,"female",0.00414475,0.00602271,0.00770451,0.0255206,0.0610092
"E07000189",2010,"male",0.00440729,0.00370225,0.00582643,0.0180241,0.0517576
"E07000189",2011,"female",0.00574757,0.00797029,0.00926813,0.0249646,0.0446264
"E07000189",2011,"male",0.0042366,0.00449292,0.0055255,0.0183894,0.051638
"E07000189",2012,"female",0.00443307,0.0057949,0.00656932,0.0171548,0.0407049
"E07000189",2012,"male",0.0047696,0.00451445,0.00764841,0.0155585,0.0377167
"E07000189",2013,"female",0.00440568,0.0058317,0.00796983,0.0159947,0.0379745
"E07000189",2013,"male",0.00439314,0.0056163,0.00644897,0.0146832,0.0500434
"E07000190",2002,"female",0.00603318,0.00844954,0.00857033,0.0174089,0.059487
"E07000190",2002,"male",0.00521232,0.00705222,0.00804883,0.025553,0.0481534
"E07000190",2003,"female",0.00484873,0.00529249,0.00780125,0.0198951,0.0517398
"E07000190",2003,"male",0.0045548,0.00485784,0.00660685,0.0214862,0.0490538
"E07000190",2004,"female",0.00500714,0.00581497,0.00805317,0.0224702,0.0785158
"E07000190",2004,"male",0.00458908,0.00556697,0.00871045,0.0236809,0.0596337
"E07000190",2005,"female",0.00493492,0.00623801,0.0114031,0.0276126,0.0708339
"E07000190",2005,"male",0.00464548,0.00618834,0.0084807,0.0268212,0.0388648
"E07000190",2006,"female",0.0063649,0.00925818,0.0159129,0.0190172,0.0450798
"E07000190",2006,"male",0.00581407,0.00672766,0.00725037,0.0242741,0.0323177
"E07000190",2007,"female",0.00480829,0.00563382,0.00544,0.0140525,0.0430343
"E07000190",2007,"male",0.00460359,0.00481227,0.00840105,0.0291715,0.0937425
"E07000190",2008,"female",0.00503601,0.00714229,0.0106688,0.0247503,0.0857997
"E07000190",2008,"male",0.00490122,0.00516612,0.0098318,0.0233518,0.0777321
"E07000190",2009,"female",0.00551645,0.00674224,0.0114389,0.0197407,0.0349676
"E07000190",2009,"male",0.00431803,0.00513253,0.00721426,0.0338078,0.10587
"E07000190",2010,"female",0.00553957,0.00611891,0.00611841,0.0102821,0.0288164
"E07000190",2010,"male",0.0033631,0.00394416,0.00636835,0.024333,0.0587681
"E07000190",2011,"female",0.00493503,0.00589346,0.00834692,0.020206,0.0351583
"E07000190",2011,"male",0.00419446,0.00531943,0.00585911,0.0213157,0.0329009
"E07000190",2012,"female",0.00603019,0.00774291,0.00972867,0.0291488,0.0918146
"E07000190",2012,"male",0.00580862,0.00821049,0.00801304,0.0292245,0.0465104
"E07000190",2013,"female",0.00485461,0.00612978,0.00880985,0.025238,0.0531459
"E07000190",2013,"male",0.00442751,0.00303876,0.00433571,0.0141952,0.0356393
"E07000191",2002,"female",0.00524352,0.00682379,0.00954309,0.014329,0.0455976
"E07000191",2002,"male",0.00581728,0.00780114,0.00937698,0.033683,0.112573
"E07000191",2003,"female",0.00586193,0.00936627,0.0112906,0.0243664,0.0399309
"E07000191",2003,"male",0.00552035,0.00822448,0.011697,0.0533759,0.110006
"E07000191",2004,"female",0.00557364,0.00863247,0.0133933,0.0326038,0.0599952
"E07000191",2004,"male",0.00573658,0.00807684,0.0137062,0.0432098,0.104687
"E07000191",2005,"female",0.00535219,0.00806972,0.0134222,0.0281723,0.0840019
"E07000191",2005,"male",0.00545965,0.00733866,0.0109386,0.0417864,0.107701
"E07000191",2006,"female",0.00539666,0.00758942,0.0122632,0.0427247,0.143663
"E07000191",2006,"male",0.00586059,0.0094839,0.0186999,0.0339782,0.0917409
"E07000191",2007,"female",0.00608808,0.009349,0.0161801,0.0315326,0.104252
"E07000191",2007,"male",0.00582249,0.00850545,0.0116521,0.0240775,0.0471199
"E07000191",2008,"female",0.00484471,0.00780624,0.0136603,0.0397738,0.111476
"E07000191",2008,"male",0.00551308,0.00749601,0.0142114,0.0298406,0.0670635
"E07000191",2009,"female",0.00583003,0.00876221,0.0161981,0.0237989,0.0609009
"E07000191",2009,"male",0.00542961,0.00714813,0.0120582,0.033148,0.0901965
"E07000191",2010,"female",0.00602512,0.00932211,0.0145353,0.0245791,0.0418679
"E07000191",2010,"male",0.00553623,0.00821789,0.0130414,0.0459771,0.109831
"E07000191",2011,"female",0.00644635,0.00899766,0.0138754,0.0337671,0.0620261
"E07000191",2011,"male",0.00596948,0.00770021,0.0120901,0.0359995,0.0804579
"E07000191",2012,"female",0.00521963,0.00827997,0.0148433,0.0381093,0.124487
"E07000191",2012,"male",0.00543302,0.00767869,0.0110738,0.0315719,0.0887641
"E07000191",2013,"female",0.00573606,0.00650688,0.0106395,0.0328332,0.0623649
"E07000191",2013,"male",0.00553689,0.00741462,0.0115793,0.0363102,0.0308228
"E07000192",2002,"female",0.00372712,0.00450744,0.00992994,0.0402581,0.072447
"E07000192",2002,"male",0.00501307,0.00741352,0.008216,0.03625,0.10885
"E07000192",2003,"female",0.00499654,0.00702031,0.01122,0.0436519,0.0841928
"E07000192",2003,"male",0.00477205,0.00625616,0.00977601,0.032796,0.10325
"E07000192",2004,"female",0.00452777,0.00589228,0.0105265,0.0394102,0.124697
"E07000192",2004,"male",0.00395844,0.00506663,0.00922891,0.0267836,0.0688552
"E07000192",2005,"female",0.00498819,0.00756533,0.0100732,0.0296748,0.0875972
"E07000192",2005,"male",0.00433685,0.00549025,0.00745333,0.0231594,0.0782069
"E07000192",2006,"female",0.00407003,0.00619683,0.00865151,0.0237082,0.0807331
"E07000192",2006,"male",0.00458511,0.0058886,0.00726116,0.0347089,0.124414
"E07000192",2007,"female",0.00470181,0.00568544,0.00750051,0.0298361,0.0817287
"E07000192",2007,"male",0.0045684,0.00593161,0.00785903,0.0233112,0.0642539
"E07000192",2008,"female",0.0052041,0.0080195,0.00853575,0.03034,0.0847102
"E07000192",2008,"male",0.00519527,0.00642625,0.00851698,0.0258395,0.0751645
"E07000192",2009,"female",0.00379846,0.0043012,0.00807399,0.0244634,0.0641571
"E07000192",2009,"male",0.00346124,0.00410953,0.00688013,0.0291885,0.0661031
"E07000192",2010,"female",0.00426646,0.00648325,0.0113915,0.0311788,0.0861768
"E07000192",2010,"male",0.0035222,0.00520558,0.00907832,0.027464,0.0914422
"E07000192",2011,"female",0.00512791,0.0074317,0.00889528,0.0336641,0.104471
"E07000192",2011,"male",0.00358728,0.00537182,0.00851468,0.0355896,0.0710264
"E07000192",2012,"female",0.00569952,0.00810571,0.00891381,0.0253467,0.0424924
"E07000192",2012,"male",0.0049056,0.00592696,0.00768603,0.019047,0.0449612
"E07000192",2013,"female",0.00552824,0.00742838,0.00926303,0.0244606,0.0701929
"E07000192",2013,"male",0.00469886,0.00783552,0.0119322,0.0325965,0.0883931
"E07000193",2002,"female",0.00490262,0.00725803,0.0091252,0.0163483,0.0361265
"E07000193",2002,"male",0.00444508,0.00677729,0.00788684,0.0302605,0.101422
"E07000193",2003,"female",0.00489862,0.00796006,0.0158218,0.0252175,0.0504617
"E07000193",2003,"male",0.00427717,0.00458657,0.00863035,0.0308095,0.0721488
"E07000193",2004,"female",0.00415821,0.0053167,0.00880489,0.0217735,0.0423985
"E07000193",2004,"male",0.00365486,0.00437281,0.00721299,0.0255255,0.0560714
"E07000193",2005,"female",0.00430775,0.0059885,0.00890535,0.0368983,0.12855
"E07000193",2005,"male",0.00386383,0.0038531,0.00721694,0.0278954,0.0769263
"E07000193",2006,"female",0.00571405,0.00776732,0.00992936,0.0285377,0.0810422
"E07000193",2006,"male",0.00436552,0.00485701,0.00864574,0.0253991,0.0935006
"E07000193",2007,"female",0.00466603,0.00535767,0.00786878,0.0321759,0.0906817
"E07000193",2007,"male",0.0036308,0.00367744,0.00748981,0.0330317,0.103693
"E07000193",2008,"female",0.00481107,0.00746723,0.00919305,0.0173803,0.0458366
"E07000193",2008,"male",0.00397418,0.00492316,0.00654623,0.0211369,0.0654143
"E07000193",2009,"female",0.00416884,0.006072,0.00872385,0.0266971,0.062099
"E07000193",2009,"male",0.00470874,0.0075023,0.00820433,0.0323206,0.0635038
"E07000193",2010,"female",0.00579861,0.00841514,0.0142503,0.0296711,0.065589
"E07000193",2010,"male",0.00419176,0.00604373,0.00692598,0.0214376,0.0427518
"E07000193",2011,"female",0.00492052,0.00661151,0.00808051,0.0225347,0.0346402
"E07000193",2011,"male",0.00456361,0.00496382,0.00935833,0.0254963,0.0507026
"E07000193",2012,"female",0.00503127,0.00693789,0.00890571,0.0332111,0.0743521
"E07000193",2012,"male",0.00339112,0.00467968,0.00564282,0.0152406,0.0218736
"E07000193",2013,"female",0.00524726,0.00651194,0.00966272,0.0205702,0.0699381
"E07000193",2013,"male",0.00483852,0.00528071,0.00669001,0.0235854,0.0501783
"E07000194",2002,"female",0.00553146,0.00804453,0.00811781,0.0155274,0.0391559
"E07000194",2002,"male",0.00433698,0.0049323,0.00715113,0.0297332,0.0726953
"E07000194",2003,"female",0.00501341,0.0080647,0.0116094,0.0240738,0.0770077
"E07000194",2003,"male",0.0047078,0.00676729,0.0107814,0.0491183,0.169215
"E07000194",2004,"female",0.00488287,0.00615114,0.00787609,0.0209046,0.0550058
"E07000194",2004,"male",0.00430665,0.00454917,0.00690842,0.016614,0.0574622
"E07000194",2005,"female",0.00567794,0.00701638,0.00838268,0.0255741,0.0757251
"E07000194",2005,"male",0.00460616,0.00518143,0.0092279,0.034662,0.100673
"E07000194",2006,"female",0.00504986,0.00675052,0.00870479,0.0297294,0.0908219
"E07000194",2006,"male",0.00458881,0.00566067,0.00841169,0.0309475,0.102826
"E07000194",2007,"female",0.00555023,0.00683518,0.00957753,0.0280767,0.0599405
"E07000194",2007,"male",0.00399035,0.00563988,0.00966063,0.029693,0.0845147
"E07000194",2008,"female",0.00451994,0.00488003,0.00632279,0.0199598,0.0550006
"E07000194",2008,"male",0.00510747,0.00609536,0.0093533,0.0300454,0.101293
"E07000194",2009,"female",0.00494157,0.00626868,0.0111809,0.0298246,0.0814724
"E07000194",2009,"male",0.00396507,0.00420891,0.00627611,0.0215462,0.0349965
"E07000194",2010,"female",0.00561952,0.00673956,0.00748906,0.0194648,0.0565505
"E07000194",2010,"male",0.00507683,0.00675949,0.00654792,0.0250907,0.081264
"E07000194",2011,"female",0.00449928,0.00650347,0.00760438,0.0195144,0.0530158
"E07000194",2011,"male",0.0049008,0.00630321,0.00664801,0.0268152,0.0416299
"E07000194",2012,"female",0.00464145,0.00570554,0.00836189,0.0204041,0.0577825
"E07000194",2012,"male",0.00379576,0.00569059,0.00803378,0.022538,0.0640455
"E07000194",2013,"female",0.00567209,0.00564092,0.00806995,0.0276719,0.0731081
"E07000194",2013,"male",0.0039616,0.00472044,0.00593058,0.0267177,0.0788779
"E07000195",2002,"female",0.00441175,0.00719412,0.0145983,0.0130874,0.0155232
"E07000195",2002,"male",0.00354161,0.00443496,0.00644365,0.0195187,0.0495704
"E07000195",2003,"female",0.00459369,0.00623609,0.00894834,0.0255672,0.0724287
"E07000195",2003,"male",0.00389627,0.00475504,0.0074026,0.0296447,0.0907107
"E07000195",2004,"female",0.00434048,0.00461086,0.00862137,0.0195299,0.0614362
"E07000195",2004,"male",0.00431812,0.00395197,0.00666082,0.0181375,0.0519865
"E07000195",2005,"female",0.00315512,0.00398423,0.00634638,0.0226975,0.0470824
"E07000195",2005,"male",0.00383588,0.00385035,0.00664225,0.0229892,0.0761915
"E07000195",2006,"female",0.00397286,0.00444998,0.0065264,0.0213347,0.0397694
"E07000195",2006,"male",0.00376689,0.00528087,0.00849327,0.0327387,0.0758879
"E07000195",2007,"female",0.0039238,0.006072,0.00590936,0.0270804,0.0722873
"E07000195",2007,"male",0.00459744,0.00505619,0.00926656,0.0425597,0.0703326
"E07000195",2008,"female",0.00379343,0.00500306,0.00763461,0.022127,0.0324485
"E07000195",2008,"male",0.00492919,0.00633025,0.00774318,0.0323628,0.0538455
"E07000195",2009,"female",0.00380936,0.0052905,0.0076977,0.0240482,0.0701015
"E07000195",2009,"male",0.00418352,0.00514466,0.00642297,0.0270856,0.078232
"E07000195",2010,"female",0.00448369,0.00588617,0.00852473,0.0272281,0.061995
"E07000195",2010,"male",0.00424324,0.00592035,0.0084891,0.0263796,0.0488375
"E07000195",2011,"female",0.00438631,0.00591453,0.00875524,0.0247316,0.0324359
"E07000195",2011,"male",0.00476554,0.00570984,0.00589815,0.0243424,0.0526121
"E07000195",2012,"female",0.00397156,0.00514543,0.0083752,0.0194641,0.0552329
"E07000195",2012,"male",0.00367534,0.00459505,0.00513205,0.0182615,0.0449383
"E07000195",2013,"female",0.00468647,0.00672058,0.00672108,0.0198098,0.0475155
"E07000195",2013,"male",0.00433171,0.00555849,0.00620566,0.0184136,0.0377808
"E07000196",2002,"female",0.00479953,0.00696472,0.0103856,0.0276391,0.0931003
"E07000196",2002,"male",0.00396777,0.00508417,0.00741327,0.021729,0.0629942
"E07000196",2003,"female",0.00513536,0.00668029,0.00775157,0.0272305,0.0557998
"E07000196",2003,"male",0.00429636,0.00532913,0.00966012,0.0347303,0.107848
"E07000196",2004,"female",0.00310628,0.00447864,0.007953,0.0229555,0.0657864
"E07000196",2004,"male",0.00435634,0.00468858,0.00818008,0.03053,0.0718059
"E07000196",2005,"female",0.00502313,0.00683589,0.00857078,0.0156266,0.0323709
"E07000196",2005,"male",0.00466436,0.00479389,0.00552837,0.0204869,0.0571106
"E07000196",2006,"female",0.00409257,0.00458278,0.00783124,0.0193184,0.0392674
"E07000196",2006,"male",0.00441014,0.00481178,0.00749161,0.0270586,0.0903581
"E07000196",2007,"female",0.00493025,0.00586097,0.00813522,0.0271726,0.0806182
"E07000196",2007,"male",0.00483128,0.00640659,0.00692326,0.0183461,0.0646672
"E07000196",2008,"female",0.00461584,0.00575711,0.00678196,0.0188984,0.0534762
"E07000196",2008,"male",0.0051764,0.00562591,0.00920458,0.035508,0.105471
"E07000196",2009,"female",0.00517153,0.00617737,0.00916332,0.0309318,0.0783174
"E07000196",2009,"male",0.00417207,0.0035159,0.00685301,0.0240008,0.0784266
"E07000196",2010,"female",0.00534388,0.00633853,0.00508039,0.0189918,0.0480721
"E07000196",2010,"male",0.00462532,0.00666709,0.00929031,0.0293301,0.0454252
"E07000196",2011,"female",0.00517502,0.00672615,0.00916294,0.026056,0.0636582
"E07000196",2011,"male",0.00425365,0.00545797,0.00814714,0.0138105,0.0197948
"E07000196",2012,"female",0.00511718,0.00628732,0.0080619,0.0273965,0.0600685
"E07000196",2012,"male",0.00494379,0.00672601,0.00764366,0.0214141,0.0737593
"E07000196",2013,"female",0.0061885,0.00693573,0.00858772,0.0249369,0.0528998
"E07000196",2013,"male",0.00479411,0.00540691,0.00918794,0.0309595,0.0868363
"E07000197",2002,"female",0.00386409,0.00427042,0.00707894,0.0195695,0.0446398
"E07000197",2002,"male",0.00424488,0.00507515,0.0103564,0.0343127,0.0994737
"E07000197",2003,"female",0.00519086,0.00683328,0.00726846,0.0305803,0.0734428
"E07000197",2003,"male",0.00399101,0.00614869,0.00648295,0.0255553,0.0298089
"E07000197",2004,"female",0.00449222,0.00615102,0.00828002,0.0192777,0.0269848
"E07000197",2004,"male",0.00484119,0.00613203,0.00913479,0.0335762,0.115766
"E07000197",2005,"female",0.00464375,0.00569809,0.00825918,0.0205408,0.0595823
"E07000197",2005,"male",0.00393356,0.0037052,0.00655274,0.0264724,0.0535641
"E07000197",2006,"female",0.00501878,0.00770351,0.00702981,0.0307338,0.10223
"E07000197",2006,"male",0.00421378,0.0055104,0.00688902,0.0243457,0.0831276
"E07000197",2007,"female",0.00450615,0.00596017,0.00754727,0.0234467,0.0528651
"E07000197",2007,"male",0.00412625,0.00503204,0.00663768,0.0135616,0.0117664
"E07000197",2008,"female",0.00429665,0.00421949,0.00697218,0.0223242,0.0473106
"E07000197",2008,"male",0.00398806,0.00492188,0.00866323,0.032969,0.095435
"E07000197",2009,"female",0.00481288,0.00579499,0.00666129,0.0236964,0.0678861
"E07000197",2009,"male",0.00556991,0.00667719,0.0094675,0.0145318,0.0292994
"E07000197",2010,"female",0.00581418,0.00802333,0.00982462,0.021298,0.0391084
"E07000197",2010,"male",0.00406588,0.00614948,0.00703756,0.0356114,0.108937
"E07000197",2011,"female",0.00401895,0.00498852,0.00630447,0.0143046,0.0271631
"E07000197",2011,"male",0.00438253,0.0053013,0.00967235,0.0255771,0.0672199
"E07000197",2012,"female",0.00507948,0.00769432,0.00892854,0.0173685,0.0271846
"E07000197",2012,"male",0.0042054,0.00516041,0.00876936,0.0334659,0.10968
"E07000197",2013,"female",0.00514967,0.00578913,0.00941486,0.0152627,0.0430151
"E07000197",2013,"male",0.00461498,0.00613145,0.00741664,0.0319704,0.0996423
"E07000198",2002,"female",0.00397803,0.00541868,0.00898673,0.0229841,0.0235846
"E07000198",2002,"male",0.00403797,0.00442439,0.00645373,0.0219415,0.0734926
"E07000198",2003,"female",0.00429285,0.00525161,0.00783204,0.0157497,0.0329552
"E07000198",2003,"male",0.00387548,0.00414742,0.00753892,0.0309407,0.092108
"E07000198",2004,"female",0.00556697,0.00687596,0.00869447,0.0189716,0.0305643
"E07000198",2004,"male",0.00418616,0.00388784,0.00620311,0.0295111,0.0801479
"E07000198",2005,"female",0.00431513,0.00493328,0.00703748,0.0302604,0.107516
"E07000198",2005,"male",0.00451588,0.00538838,0.00974832,0.0340483,0.107117
"E07000198",2006,"female",0.0050441,0.00699738,0.0101482,0.0244764,0.0618252
"E07000198",2006,"male",0.00475635,0.00485108,0.00740386,0.0318182,0.101815
"E07000198",2007,"female",0.00341734,0.00497346,0.00703628,0.0264213,0.0780699
"E07000198",2007,"male",0.00431068,0.00484523,0.00756824,0.0228832,0.0688716
"E07000198",2008,"female",0.00414632,0.00462603,0.0085409,0.0288322,0.0985901
"E07000198",2008,"male",0.00515667,0.00602547,0.00904455,0.0315735,0.101206
"E07000198",2009,"female",0.00550966,0.00732746,0.00706807,0.0243802,0.066285
"E07000198",2009,"male",0.00520049,0.00713342,0.00743724,0.0199004,0.0262786
"E07000198",2010,"female",0.00515447,0.00615089,0.00996089,0.017887,0.0464923
"E07000198",2010,"male",0.00464223,0.00517996,0.00847484,0.0397949,0.130343
"E07000198",2011,"female",0.00495363,0.00741622,0.00970377,0.0259378,0.0609714
"E07000198",2011,"male",0.00479905,0.00530686,0.00827858,0.0393571,0.108201
"E07000198",2012,"female",0.00495897,0.006328,0.00946647,0.0238185,0.0789237
"E07000198",2012,"male",0.00510379,0.00647766,0.00825184,0.0273541,0.0786517
"E07000198",2013,"female",0.00433436,0.00652188,0.00658901,0.013646,0.0419739
"E07000198",2013,"male",0.00460556,0.0056987,0.00672667,0.0236201,0.0516366
"E07000199",2002,"female",0.00530017,0.00708721,0.0109981,0.0298716,0.0863196
"E07000199",2002,"male",0.00408907,0.00485924,0.0100004,0.039297,0.134662
"E07000199",2003,"female",0.00510911,0.00681767,0.0103122,0.0362932,0.102131
"E07000199",2003,"male",0.00519393,0.00660108,0.00927784,0.0349724,0.0867986
"E07000199",2004,"female",0.00520111,0.0078607,0.00927329,0.0326355,0.0801689
"E07000199",2004,"male",0.00461988,0.00610942,0.010131,0.0227112,0.0445249
"E07000199",2005,"female",0.00533682,0.00828212,0.0122941,0.0563079,0.183007
"E07000199",2005,"male",0.00455976,0.00566535,0.0108218,0.0328654,0.104571
"E07000199",2006,"female",0.00498481,0.00576047,0.00710128,0.023582,0.0775141
"E07000199",2006,"male",0.00419143,0.00571736,0.00975365,0.0310289,0.0886676
"E07000199",2007,"female",0.00522648,0.0080753,0.00949266,0.025998,0.0601467
"E07000199",2007,"male",0.00451668,0.00578595,0.0111391,0.0379444,0.135639
"E07000199",2008,"female",0.00514516,0.00690908,0.0144349,0.0363716,0.0913939
"E07000199",2008,"male",0.005667,0.00731986,0.0124878,0.0516746,0.108233
"E07000199",2009,"female",0.00603476,0.00804892,0.0100969,0.0220535,0.0412154
"E07000199",2009,"male",0.00420677,0.00526343,0.00766317,0.0258561,0.06147
"E07000199",2010,"female",0.00518378,0.00768757,0.0135436,0.0169867,0.0586673
"E07000199",2010,"male",0.00460983,0.00576617,0.0100757,0.0404934,0.0908286
"E07000199",2011,"female",0.00535107,0.00731921,0.00769898,0.0189389,0.0596787
"E07000199",2011,"male",0.00459318,0.00648922,0.0132025,0.0548066,0.173856
"E07000199",2012,"female",0.00498522,0.00665531,0.0110137,0.0378233,0.11447
"E07000199",2012,"male",0.00443232,0.00560578,0.00678072,0.0176486,0.0577559
"E07000199",2013,"female",0.00434192,0.00612806,0.0105475,0.0479021,0.142186
"E07000199",2013,"male",0.00502878,0.00723912,0.0110868,0.0323793,0.114337
"E07000200",2002,"female",0.00599514,0.00859527,0.0108079,0.0307228,0.075265
"E07000200",2002,"male",0.00401959,0.00525913,0.0066583,0.0212392,0.0644066
"E07000200",2003,"female",0.00486825,0.00679022,0.00868137,0.0341412,0.0812691
"E07000200",2003,"male",0.00515947,0.00633386,0.0100591,0.0421802,0.142364
"E07000200",2004,"female",0.00422389,0.00574342,0.00866415,0.0376715,0.091648
"E07000200",2004,"male",0.00382325,0.00492708,0.00831382,0.0332655,0.121756
"E07000200",2005,"female",0.00416043,0.00584278,0.00827653,0.0187548,0.0173282
"E07000200",2005,"male",0.00447778,0.0056388,0.00849507,0.0306688,0.0905554
"E07000200",2006,"female",0.00522947,0.00750189,0.010475,0.0359195,0.0711866
"E07000200",2006,"male",0.00462597,0.00675703,0.0116347,0.026387,0.0614337
"E07000200",2007,"female",0.00533323,0.00713033,0.0102484,0.0282514,0.0512124
"E07000200",2007,"male",0.00512612,0.00714509,0.00894836,0.0371897,0.119317
"E07000200",2008,"female",0.00463739,0.00659094,0.00840657,0.0198452,0.0654748
"E07000200",2008,"male",0.00495921,0.00721018,0.0084245,0.0227395,0.056114
"E07000200",2009,"female",0.00483035,0.00745309,0.00995419,0.0218631,0.0318862
"E07000200",2009,"male",0.00506059,0.0059666,0.0062467,0.0190127,0.0371609
"E07000200",2010,"female",0.00501522,0.00658594,0.00859347,0.0202567,0.0660428
"E07000200",2010,"male",0.0045531,0.00568896,0.00754007,0.0231014,0.0518084
"E07000200",2011,"female",0.00490448,0.00593553,0.010918,0.0324593,0.0981882
"E07000200",2011,"male",0.00479829,0.00738029,0.00879267,0.0317374,0.0750891
"E07000200",2012,"female",0.00576338,0.00636388,0.0107237,0.0261311,0.09471
"E07000200",2012,"male",0.00584724,0.00769048,0.00827733,0.0335162,0.0821435
